country_code,pass_count,predicted_gdp_per_capita,actual_gdp_per_capita,relative_error_gdp_per_capita,pass_gdp_per_capita,predicted_inflation,actual_inflation,relative_error_inflation,pass_inflation,predicted_unemployment,actual_unemployment,relative_error_unemployment,pass_unemployment,predicted_debt_gdp,actual_debt_gdp,relative_error_debt_gdp,pass_debt_gdp,predicted_life_expectancy,actual_life_expectancy,relative_error_life_expectancy,pass_life_expectancy
MOZ,1,494.81967685836145,656.776824637306,0.24659388349822287,False,-0.011341854801453954,0.040785683481202206,1.278084215670465,False,0.24414598303142168,0.06668,2.661457453980529,False,3.0,0.914,2.282275711159737,False,59.9035375709766,63.797,0.06102892657998643,True
MYS,1,15997.566189772784,11874.4273684245,0.34722843413166987,False,-0.01193444921176915,0.01834100204499,1.6506977744451616,False,0.0561832884912568,0.03846,0.4608239337300259,False,0.9232968407994055,0.698,0.322774843552157,False,76.78283949779002,76.821,0.0004967457102872424,True
NAM,4,4935.648043563105,4413.12752211572,0.11840141007230179,True,0.07885971769318811,0.0423903922877036,0.8603205452303246,False,0.19150604859032697,0.19157,0.0003338278941014995,True,0.6232793057415827,0.698,0.1070497052412854,True,61.590862926268386,67.516,0.08775900636488564,True
NER,1,562.0677772308137,735.270255787226,0.23556301535817054,False,-0.04293485098822419,0.0907151997725013,1.473292800940721,False,0.1666405152037706,0.00376,43.319285958449626,False,2.3274125737684557,0.47700000000000004,3.8792716431204517,False,59.82795046324762,61.433,0.026126829826841964,True
NGA,1,1884.0751294496158,1084.16041805436,0.737819512753276,False,0.014490747124568736,0.33242096654540604,0.9564084441629545,False,0.24541363799845364,0.030449999999999998,7.059561182215226,False,1.021254558020122,0.39299999999999996,1.59861210692143,False,52.6493424994955,54.635,0.03634405601728735,True
NIC,1,1655.033321605514,2847.53966339498,0.4187848046926588,False,-0.010002310182558899,0.04624738410571411,1.2162783987888963,False,0.16991445003301933,0.049800000000000004,2.4119367476509903,False,2.197069087081764,0.379,4.797016060901752,False,68.14366006570415,75.1,0.09262769552990467,True
NLD,2,56471.26924299684,67520.4218956281,0.16364164118688193,True,0.058053244686181275,0.0334754304219953,0.7342045779353721,False,0.04977,0.037000000000000005,0.345135135135135,False,1.1282329611173512,0.43700000000000006,1.5817687897422221,False,83.41622273558046,81.9658536585366,0.017694796214604007,True
NOR,1,132574.559699846,86785.4334489176,0.5276130386314213,False,0.0586617378945235,0.0314530134431081,0.8650593845524618,False,0.03129,0.04,0.21775000000000005,False,0.0,0.528,1.0,False,84.24763470684809,83.1609756097561,0.013066935412004878,True
PAK,1,511.37944463978283,1478.77277977996,0.6541865987580082,False,0.003989873100739748,0.126325318530452,0.9684158872730018,False,0.317600748723561,0.05492,4.7829706613904035,False,3.0,0.7020000000000001,3.2735042735042734,False,64.01984100756776,67.799,0.05574063028115818,True
PAN,3,27423.164116866,19161.2188501596,0.43118057005218036,False,-0.0002609404396308763,0.00693225551004538,1.0376414919001116,False,0.08107201460142086,0.08451,0.04068140336740204,True,0.472063824689575,0.578,0.18328058012184253,True,79.018452286524,79.775,0.009483518815117645,True
PER,2,9267.594618140713,8452.37167056621,0.09644901802098489,True,-0.02978538655388869,0.0200770739412712,2.4835521670645795,False,0.14930144616059013,0.05199,1.8717339134562438,False,1.4608970202462914,0.321,3.551081059957294,False,76.91930110331637,77.941,0.01310861929772047,True
PHL,2,3682.0340804577113,3984.8315387656,0.07598751800727002,True,-0.029539079048043607,0.0321260487006347,1.9194743904954616,False,0.1931624957913329,0.022019999999999998,7.772138773448361,False,1.8750786321575572,0.5660000000000001,2.3128597741299592,False,70.5781801088746,69.946,0.009038116673928561,True
PNG,1,4813.446855939408,3006.70564478923,0.6009039209679039,False,-0.016231227376449102,0.00602403921107917,3.6944093170239136,False,0.13927624413412384,0.02625,4.305761681299956,False,1.603541319392696,0.5329999999999999,2.0085202990482105,False,65.78710764702274,66.256,0.007076979488306927,True
POL,3,23394.753471277098,25103.565661423,0.06807049696417658,True,0.05842071233252337,0.0379060897630197,0.5411959581628295,False,0.08971,0.028069999999999998,2.195938724617029,False,0.5532846699186467,0.551,0.00414640638592853,True,79.36854451042078,78.409756097561,0.012227922398672006,True
PRT,1,16513.252260586876,29292.242104753,0.43625850825849166,False,-0.03865420819027976,0.0241613187791884,2.5998385081353654,False,0.17582425556553571,0.065,1.7049885471620878,False,3.0,0.935,2.2085561497326203,False,82.44184557654607,82.3829268292683,0.0007151815254133482,True
PRY,1,11100.27175499337,6416.09708970845,0.7300660510263212,False,-0.008076476538028569,0.0383540271728533,1.2105770145499881,False,0.1101865391331117,0.05686,0.9378568261187425,False,0.3078284528210237,0.446,0.3098016752891845,False,74.65671451530817,73.982,0.009119982094403605,True
